_id,title,capacity,legal_status,prixMin,coordinates.street,coordinates.postcode,coordinates.deptcode,,coordinates.deptname,coordinates.city,coordinates.phone,coordinates.emailContact,coordinates.gestionnaire,coordinates.website
87,USLD Centre hospitalier de Nantua,0,Public,,50 rue Paul-Painlevé BP 119,01130,01,1,AIN,NANTUA,04 74 73 10 01,secretariatdir@ch-hautbugey.fr,CH du Haut Bugey,
93,USLD Centre hospitalier de Pont de Veyle,0,Public,,Rue Pierre-Goujon BP 68,01290,01,1,AIN,PONT DE VEYLE,03 85 36 23 50,info@ch-avs.fr,Centre Hospitalier Intercom Ain Val de Saône,http://www.ch-avs.fr
44,USLD Hôtel Dieu,0,Public,,47 boulevard de Brou,01000,01,1,AIN,BOURG EN BRESSE,04 74 45 46 47,dirg@ch-bourg01.fr,Centre hospitalier Fleyriat,http://www.ch-bourg-en-bresse.fr
39,USLD Résidence Émile Pélicand,0,Public,,10 avenue Louis-Jourdan,01000,01,1,AIN,BOURG EN BRESSE,04 74 45 46 47,dirg@ch-bourg01.fr,Centre hospitalier Fleyriat,http://www.ch-bourg-en-bresse.fr
120,USLD du Centre hospitalier,0,Public,,941 chemin de Veissieux Le Haut,01600,01,1,AIN,REYRIEUX,04 74 10 55 00,direction.trevoux@lhopitalnordouest.fr,CH de Trévoux,http://www.ch-trevoux.fr/
111,USLD du Centre hospitalier du Pays de Gex,0,Public,,160 rue Marc-Panissod BP 437,01170,01,1,AIN,GEX,04 50 40 38 38,,CH du Pays de Gex,
221,Augusta EHPAD,70,Privé commercial,2619,4 Allee Olivier Messiaen,02200,02,2,AISNE,SOISSONS,03 23 55 58 33,augusta@emera.fr,SARL Emera Ehpad Augusta,
259,EHPAD - EPMS de Marchais-en-Brie,15,Public,,2 impasse des trois chênes,02540,02,2,AISNE,MARCHAIS EN BRIE,03 23 69 61 30,soins@4cb.fr,EPMS de l'agglomération de Château-Thierry,
261,EHPAD - EPMS de trélou-sur-Marne,15,Public,,Rue Baudière,02850,02,2,AISNE,TRELOU SUR MARNE,03 23 82 08 14,soins@4cb.fr,EPMS de l'agglomération de Château-Thierry,
258,EHPAD -EPMS de Condé-en-Brie,15,Public,2255.6999999999998,1 Rue de la Creuse,02330,02,2,AISNE,CONDE EN BRIE,03 23 82 53 80,contact@carct.fr,EPMS de l'agglomération de Château-Thierry,
229,EHPAD Bellevue,84,Privé commercial,2222.4,Rue Bellevue,02410,02,2,AISNE,ST GOBAIN,03 23 52 65 65,accueil@residence-bellevue.net,Sep Residence Bellevue,https://residence-bellevue.net/
269,EHPAD Bien Vieillir Rozoy-sur-Serre,80,Privé non lucratif,2257.2000000000003,54 rue de la cour des prés,02360,02,2,AISNE,ROZOY SUR SERRE,03 23 90 00 00,helisende@mutuelle-mbv.fr,Mutuelle MBV,http://www.mutuelle-mbv.fr/index2.php?EHPAD=helisende-a
180,EHPAD Bon Repos,20,Privé non lucratif,2214.0000000000005,5 rue Montfaucon,02370,02,2,AISNE,VAILLY SUR AISNE,03 23 54 70 34,agmr.bonrepos@orange.fr,Association maison de retraite Bon Repos,
128,EHPAD Brisset,100,Public,1789.2,40 rue aux Loups BP 80,02500,02,2,AISNE,HIRSON,03 23 58 82 82,residencebrisset@ch-hirson.fr,Centre Hospitalier d'Hirson,http://www.ch-hirson.com/ehpad.html
150,EHPAD Buironfosse,47,Public,2214,10 rue du 12ème-Chasseur,02620,02,2,AISNE,BUIRONFOSSE,03 23 97 24 49,maisonderetraitedebuironfosse@wanadoo.fr,Maison de Retraite,
146,EHPAD Charles Lefèvre,56,Public,1938.3,1 Place du General de Gaulle,02520,02,2,AISNE,FLAVY LE MARTEL,03 23 52 51 28,ehpadlefevre@mr-flavy.fr,Maison de Retraite Ch.Lefevre,
153,EHPAD Chevresis-Monceau,68,Public,1863.3,3 rue de la Place,02270,02,2,AISNE,CHEVRESIS MONCEAU,03 23 80 84 56,maisonderetraite.chevresis@wanadoo.fr,Maison de Retraite,
232,EHPAD Château de la Source,83,Privé commercial,2368.1999999999998,7 Rue Porteneuve,02310,02,2,AISNE,NOGENT L ARTAUD,03 23 84 90 80,dir-nogent-source@domusvi.com,Commune de Nogent-L'Artaud,http://www.chateaudelasource.com/
173,EHPAD Coallia Corbeny,73,Privé non lucratif,2296.5,23 Rue de Reims,02820,02,2,AISNE,CORBENY,03 23 22 00 22,ehpad.corbeny@coallia.org,Coallia,https://www.coallia.org/etablissement/medico-social-matra/
140,EHPAD Crécy-sur-Serre,106,Public,1866.9,6 rue du Général-Patton,02270,02,2,AISNE,CRECY SUR SERRE,03 23 80 80 03,ehpad.cre-serre@wanadoo.fr,EHPAD,
198,EHPAD Devillers et Saint-Médard,115,Public,1803.9,858 Rue des Docteurs Devillers,02120,02,2,AISNE,GUISE,03 23 51 55 55,ch-guise@wanadoo.fr,Centre Hospitalier de Guise,
260,EHPAD EPMS de Barzy-sur-Marne,15,Public,,Rue de la Fontaine-Chandelue,02850,02,2,AISNE,BARZY SUR MARNE,03 23 70 59 90,soins@4cb.fr,EPMS de l'agglomération de Château-Thierry,
156,EHPAD Euphémie Derche,32,Public,2184.6,45 Avenue du General de Gaulle,02590,02,2,AISNE,ETREILLERS,01 30 10 95 00,maison.retraite.derche@wanadoo.fr,Maison de Retraite,http://mon-ehpad.fr/
181,EHPAD François 1er,109,Public,2760.9,6 rue de la Pléiade,02600,02,2,AISNE,VILLERS COTTERETS,03 23 96 50 70,casvp-ehpad-francois1er@paris.fr,Centre d'Action Sociale Ville de Paris,
157,EHPAD La Ferté-Milon,68,Public,2126.1000000000004,15 Rue des Gallets,02460,02,2,AISNE,LA FERTE MILON,03 23 96 71 59,contact@residencedelourcq.fr,Maison de Retraite,
147,EHPAD La Gloriette,47,Public,2076.3000000000002,39 Rue Saint - Jean,02800,02,2,AISNE,VENDEUIL,03 23 07 84 04,lagloriette@ehpadvendeuil.fr,Maison de Retraite,
174,EHPAD La Jouvence Castel,44,Privé commercial,2364,20 rue Roosevelt BP 5,02520,02,2,AISNE,FLAVY LE MARTEL,03 23 52 51 33,lajouvence.castel@wanadoo.fr,La Jouvence Castel,http://www.lajouvencecastel.fr/
154,EHPAD La Mèche d'Argent,81,Public,1979.1,4 Place de l'Hôtel-dieu,02380,02,2,AISNE,COUCY LE CHATEAU AUFFRIQUE,03 23 52 68 80,mr.coucy@wanadoo.fr,EHPAD Coucy-Le-Château-Auffrique,
159,EHPAD Les Jardins du monde,95,Public,1849.5,16 Rue du Marechal de Tourville,02350,02,2,AISNE,LIESSE NOTRE DAME,03 23 22 20 63,ehpad-liesse@orange.fr,M.R. les Jardins du Monde,
175,EHPAD Les Portes de Champagne,95,Privé commercial,2360.6999999999998,25 Grande Rue,02570,02,2,AISNE,CHEZY SUR MARNE,03 23 82 59 59,champagne-chezy@domusvi.com,Les Portes de Champagne,https://www.domusvi.com/maisons-de-retraite/les-portes-de-champagne-chezy-sur-marne-3343963
257,EHPAD Les trois chênes,179,Privé non lucratif,2015.6999999999998,12 rue Camille Desmoulins,02100,02,2,AISNE,ST QUENTIN,03 23 65 68 00,ehpad.stquentin@tempsdevie.fr,Association Temps de Vie,
158,EHPAD MRDA,181,Public,2062.8000000000002,Route de la Fère,02000,02,2,AISNE,LAON,03 23 27 30 00,direction@ehpad-laon.fr,Maison de Retraite Dptale Aisne,http://www.ehpad-laon.fr/service.php?id=PRESENTATION%20GENERALE/LEHPAD
204,EHPAD MSB BOHAIN-EN-VERMANDOIS ,122,Public,2057.7000000000003,57 Rue Olivier Deguise,02110,02,2,AISNE,BOHAIN EN VERMANDOIS,03 23 07 53 00,maisonsantbohain@wanadoo.fr,Maison de Santé de Bohain,
172,EHPAD Maison de Pommery,68,Privé non lucratif,2391.2999999999997,1 hameau de Pommery,02590,02,2,AISNE,ETREILLERS,03 23 50 80 50,accueil.pommery@fondationdiaconesses.org,ABEJ Coquerel,http://www.maison-pommery.com
155,EHPAD Malézieux Briquet,48,Public,1753.5,28 rue Malézieux Briquet,02870,02,2,AISNE,CREPY,03 23 20 90 20,m.r.crepy@wanadoo.fr,Maison de Retraite,
160,EHPAD Marle,66,Public,1945.4999999999998,14 Rue Desains,02250,02,2,AISNE,MARLE,03 23 20 01 05,direction.mdrmarle@wanadoo.fr,Maison de Retraite,
165,EHPAD Neuilly-Saint-Front,38,Public,1994.4,1 rue Joseph-Louer,02470,02,2,AISNE,NEUILLY ST FRONT,03 23 71 04 32,ehpad.lestilleuls02@orange.fr,Maison de Retraite,
171,EHPAD Notre-Dame de Bon Repos,37,Privé non lucratif,2248.1999999999998,4 Rue Antoine Lécuyer,02100,02,2,AISNE,ST QUENTIN,03 23 64 03 13,maison.notre-dame@cegetel.net,Association Notre Dame de Bon Repos,
179,EHPAD Notre-Dame de Bon Repos,39,Privé non lucratif,2214.0000000000005,24 place du Général-de-Gaulle,02220,02,2,AISNE,BRAINE,03 23 74 11 37,agmr.bonrepos@orange.fr,Association Notre-Dame de Bon Repos,
226,EHPAD Orpea Beaurevoir,90,Privé commercial,2327.1,Rue du Tour de Ville,02110,02,2,AISNE,BEAUREVOIR,03 23 09 43 00,beaurevoir@orpea.net,Orpea,https://www.orpea.com/maison-de-retraite-lescaut-beaurevoir-02
191,EHPAD Orpea Brasles,128,Privé commercial,3086.3999999999996,30 route de Verdilly,02400,02,2,AISNE,BRASLES,03 23 85 36 00,lesmillesimes@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-millesimes-brasles-02
220,EHPAD Orpea Hirson,88,Privé commercial,2297.1,1 rue Camille-Desmoulins,02500,02,2,AISNE,HIRSON,03 23 58 31 00,hirson@orpea.net,SA Orpea - Siege Social,https://www.orpea.com/maison-de-retraite-val-doise-hirson-02
217,EHPAD Orpea Soissons,88,Privé commercial,2471.1000000000004,70 boulevard Jeanne d'Arc,02200,02,2,AISNE,SOISSONS,03 23 53 93 33,soissons@orpea.net,SA Orpea - Siege Social,https://www.orpea.com/maison-de-retraite-jeanne-darc-soissons-02
237,EHPAD Orpea Tergnier,83,Privé commercial,2392.2000000000003,54 rue Jacquard,02700,02,2,AISNE,TERGNIER,03 23 57 98 00,tergnier@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-joseph-franceschi-tergnier-02
178,EHPAD Orée des Bois Jean Moulin,56,Public,2014.5000000000002,Rue Georges-Clémenceau Le Moulin à vent,02410,02,2,AISNE,ST GOBAIN,03 23 52 69 90,jmoulin.gest-admin@orange.fr,Maison de retraite Leclère,
162,EHPAD Orée des bois Leclère,52,Public,1894.2,6 Rue Leclere Grandin,02410,02,2,AISNE,ST GOBAIN,03 23 52 80 26,grandin.leclerc@wanadoo.fr,Maison de Retraite Leclère,
161,EHPAD Oulchy-Le-Château,49,Public,2120.7000000000003,4 Rue de l'Hôtel Dieu,02210,02,2,AISNE,OULCHY LE CHATEAU,03 23 55 21 24,administration@mroulchy.fr,Maison de Retraite Hotel Dieu,
163,EHPAD Paul-Ducatteau Seboncourt,60,Public,2021.3999999999999,24 bis rue de la Vallée,02110,02,2,AISNE,SEBONCOURT,03 23 66 01 46,isabelle.soufflet@ehpad-seboncourt.fr,Maison de Retraite,
219,EHPAD Quentin de la Tour,101,Privé commercial,2912.4000000000005,68 rue Georges-Pompidou,02100,02,2,AISNE,ST QUENTIN,03 23 64 98 50,quentin@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-quentin-de-la-tour-saint-quentin-02
196,EHPAD Résidence Bellevue,240,Public,1999.2,Route de Verdilly BP 10179,02400,02,2,AISNE,CHATEAU THIERRY,03 23 69 66 00,direction.bellevue@ch-chateau-thierry.fr,Centre hospitalier Jeanne-de-Navarre,http://www.ch-chateau-thierry.fr/Residence-Bellevue/2/27
205,EHPAD Résidence La Thiérache,96,Public,1769.7,40 rue André-Ridders BP 16,02170,02,2,AISNE,LE NOUVION EN THIERACHE,03 23 97 56 39,hebergement@ch-lenouvion.fr,CH Nouvion en Thierache,https://www.ch-lenouvion.fr/residence-thierache.html
164,EHPAD Résidence Le Grand Bosquet,52,Public,1979.6999999999998,2 rue du Grand-Bosquet BP 174,02600,02,2,AISNE,VILLERS COTTERETS,03 23 96 15 56,ehpad.grdbosquet.villerscotterets@wanadoo.fr,Maison de Retraite de Villers,
73505,EHPAD Résidence Les Fables,76,Privé commercial,2580.3000000000002,Rue Des Garats,02400,02,2,AISNE,BRASLES,03 23 84 92 20,lesfables@orpea.net,Orpéa,http://www.orpea.com/maison-de-retraite-les-fables-brasles-02
218,EHPAD Résidence Paul Claudel ,105,Privé commercial,2226.6,Rue  Rollequin,02130,02,2,AISNE,FERE EN TARDENOIS,03 23 82 38 38,fere@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-paul-claudel-fere-en-tardenois-02
194,EHPAD Résidence Saint-Lazare Centre hospitalier de Soissons,316,Public,1593.3,Rue Saint-lazare,02200,02,2,AISNE,SOISSONS,03 23 75 74 51,secretariat.eclaircie@ch-soissons.fr,Centre Hospitalier de Soissons,http://www.ch-soissons.fr
193,EHPAD Résidence Victor Hugo,92,Public,1867.8,19 boulevard Victor-Hugo,02100,02,2,AISNE,ST QUENTIN,03 23 62 90 50,directiongenerale@ch-stquentin.fr,Centre Hospitalier de St Quentin,http://www.ch-stquentin.fr
265,EHPAD Résidence de Saint-Laurent,102,Public,1867.8,1 avenue Michel de l'Hospital,02100,02,2,AISNE,ST QUENTIN,03 23 06 71 71,directiongenerale@ch-stquentin.fr,Centre Hospitalier de St Quentin,
152,EHPAD Résidence de la Vallée,65,Public,1885.8,4 Rue de l'Ecole,02310,02,2,AISNE,CHARLY SUR MARNE,03 23 82 00 65,maisonderetraite.charly@wanadoo.fr,Maison de Retraite,
271,EHPAD Résidence des bords de Somme,90,Privé commercial,2409.3000000000002,101 Rue Jean Cocteau,02100,02,2,AISNE,ST QUENTIN,03 23 08 41 00,res-stquentin@groupecolisee.com,SARL Colisee Patrimoine Group,https://www.groupecolisee.com/residences/residence-saint-quentin/
170,EHPAD Saint-vincent de paul,145,Privé non lucratif,2308.7999999999997,1 rue de la Maladrerie,02550,02,2,AISNE,ORIGNY EN THIERACHE,03 23 91 32 00,mr.stvincent@mr-stvincent.fr,Maison de Retraite St Vincent,
227,EHPAD Tiers-temps,59,Privé commercial,2270.4,27 rue d'Isle,02100,02,2,AISNE,ST QUENTIN,03 23 64 49 00,tt-saint-quentin@domusvi.com,Le Tiers Temps Saint-Quentin,http://www.tierstempsstquentin.com
230,EHPAD Vermeil,68,Privé non lucratif,2061.2999999999997,9 rue Paul-Deviolaine,02200,02,2,AISNE,SOISSONS,03 23 53 87 00,direction@residence-saint-leger.fr,Association Vermeil,http://residence-saint-leger.fr
151,EHPAD Vuidet,78,Public,2132.1,131 Avenue du Général de Gaulle,02260,02,2,AISNE,LA CAPELLE,03 23 97 32 22,contact@ehpad-lacapelle.fr,EHPAD Vuidet,
202,EHPAD du Centre hospitalier de Chauny,166,Public,1887.6000000000001,94 square des Anciens combattants,02300,02,2,AISNE,CHAUNY,03 23 38 55 00,direction@ch-chauny.fr,Centre Hospitalier de Chauny,
200,EHPAD du Centre hospitalier de Laon,126,Public,1927.1999999999998,Rue Marguerite-Clerbout,02000,02,2,AISNE,LAON,03 23 24 33 33,secret.direction@ch-laon.fr,CH de Laon,
201,EHPAD du Centre hospitalier de Vervins,51,Public,1884.3000000000002,20 place de la Liberté,02140,02,2,AISNE,VERVINS,03 23 91 60 60,direction@ch-vervins.com,Centre Hospitalier de Vervins,
197,EHPAD du Centre hospitalier gérontologique de la Fère,108,Public,1850.6999999999998,2 avenue Dupuis,02800,02,2,AISNE,LA FERE,03 23 56 67 00,,Centre Hospitalier Gerontologique,http://www.ch-lafere.fr/FR/Ehpad/ehpad_presentation2.htm
176,EHPAD- EPMS de Courtemont-Varennes,32,Public,,20 route nationale 3,02850,02,2,AISNE,COURTEMONT VARENNES,03 23 82 08 14,soins@4cb.fr,EPMS de l'agglomération de Château-Thierry,
254,La Fontaine Médicis,90,Privé commercial,2057.4,1 rue Napoléon-Bonaparte,02110,02,2,AISNE,VAUX ANDIGNY,03 23 66 85 10,medicis-vaux@domusvi.com,Domusvi,http://www.medicisvauxandigny.com
249,La Maison du Clos des Marronniers,84,Privé non lucratif,2149.7999999999997,13 rue de Verdun,02140,02,2,AISNE,LA VALLEE AU BLE,03 23 98 59 00,valleeauble@adefresidences.com,ADEF Residences,https://www.adef-residences.com/homepage/32-ehpad/ehpad-accedez-a-liste-maisons/maison-clos-marronniers-vallee-ble/
247,Les boutons d'or,80,Privé commercial,2226.2999999999997,Rue du Château d'Eau,02160,02,2,AISNE,BOURG ET COMIN,03 23 24 69 69,boutons-or-bourg@domusvi.com,Les boutons d'or,http://www.lesboutonsdor.com/
91324,MARPA La Maisonnée,20,Privé non lucratif,989.47,18 rue Jacques-Frémont,02120,02,2,AISNE,TUPIGNY,03 23 60 81 72,lamaisonnee.tupigny@wanadoo.fr,Mutualité sociale agricole,
18039,Résidence Ambroise-Croizat,41,Public,549,Rue Paul Doloy,02700,02,2,AISNE,TERGNIER,03 23 57 25 57,,Centre Communal Action Sociale,
18041,Résidence Beauval,30,Privé non lucratif,473.55,89 Rue Jean Moulin,02120,02,2,AISNE,GUISE,03 23 61 01 07,fpa.guise@asso-aep.org,Association Accueil Promotion,http://www.asso-aep.org
18037,Résidence Castel repos,48,Privé non lucratif,451.2,58 Avenue d'Essômes,02400,02,2,AISNE,CHATEAU THIERRY,03 23 83 03 68,fpa-chateauthierry@asso-aep.org,Association Accueil Promotion,http://www.accueil-et-promotion.org/nos-residences-personnes-agees.asp?ville=ch%C3%A2teau-thierry#
18035,Résidence Clair logis,40,Privé non lucratif,1664.09,Rue Jean Moulin,02300,02,2,AISNE,SINCENY,03 23 52 15 34,fpa.sinceny@asso-aep.org,Association Accueil Promotion,http://www.asso-aep.org/nos-residences-personnes-agees.asp?ville=sinceny#
266,Résidence Colisée de la Fontaine,82,Privé commercial,2756.3999999999996,32 Route de Brenelle,02220,02,2,AISNE,BRAINE,03 23 74 32 32,res-lafontaine@groupecolisee.com,Groupe Colisée,https://www.groupecolisee.com/residences/la-fontaine/
18049,Résidence La Boisselle,81,Public,381.21,4 Rue du Commandant Guy Bieler,02100,02,2,AISNE,ST QUENTIN,03 23 62 79 25,nathalie.favier@saint-quentin.fr,CCAS de St Quentin,http://www.saint-quentin.fr/
18047,Résidence La Fleurande,78,Public,334.96,21 Rue Henri Barbusse,02100,02,2,AISNE,ST QUENTIN,03 23 65 19 43,nathalie.favier@saint-quentin.fr,CCAS de Saint Quentin,http://www.saint-quentin.fr/
248,Résidence Les Gloriettes,80,Privé commercial,2540.1,80 Rue Léo Nathié,02880,02,2,AISNE,CROUY,03 23 93 29 29,gloriettes-crouy@domusvi.com,SARL Les Gloriettes,http://www.residencelesgloriettes.com/
18055,Résidence Les acanthes,55,Privé non lucratif,1031.28,4 Rue du Théatre Romain,02200,02,2,AISNE,SOISSONS,03 23 59 30 47,cdufour@amsam.net,Association Médico-Sociale Ann Morgan,http://amsam.net/residence-autonomie/
177,Résidence Saint-Georges,110,Privé commercial,2028.8999999999999,1 Rue du Château,02600,02,2,AISNE,COEUVRES ET VALSERY,03 23 55 80 39,il-rsg@orange.fr,Residence St Georges Sa,http://www.residencesaintgeorges.fr
18053,Résidence de l'amitié,56,Privé non lucratif,698.23,13 rue Berthelot,02200,02,2,AISNE,SOISSONS,03 23 53 49 16,residence.amitie@amsam.net,Association médico-sociale Anne-Morgan,http://amsam.net/residence-autonomie/
263,SAAJ Renaissance Villiers-Saint-Denis,14,Privé non lucratif,,1 rue Victor-et-Louise-Montfort BP1,02310,02,2,AISNE,VILLIERS ST DENIS,03 23 70 75 22,accueiljour@hlrs-villiers.net,Fondation La renaissance sanitaire,
212,USLD Centre hospitalier de Laon,0,Public,,38 rue Marguerite-Clerbourt,02000,02,2,AISNE,LAON,03 23 24 93 00,secret.direction@ch-laon.fr,CH de Laon,http://www.ch-laon.fr/
238,USLD Maison de santé Bohain-en-Vermandois,0,Public,,57 rue Olivier Deguise,02110,02,2,AISNE,BOHAIN EN VERMANDOIS,03 23 07 53 00,maisonsantebohain@wanadoo.fr,Maison de Santé de Bohain,
199,USLD du Centre hospitalier de Chauny,0,Public,,94 rue des Anciens-combattants-AFN-et-TOM Pavillon Trémolières,02300,02,2,AISNE,CHAUNY,03 23 38 54 02,direction@ch-chauny.fr,Centre Hospitalier de Chauny,http://www.ch-chauny.fr
225,USLD du Centre hospitalier de Guise,0,Public,,858 rue des Docteurs-Devillers,02120,02,2,AISNE,GUISE,03 23 51 55 25,ch-guise@wanadoo.fr,Centre Hospitalier de Guise,
240,USLD la Résidence Saint-Laurent Centre hospitalier Saint-Que,0,Public,,1 avenue Michel-de-l'Hospital,02100,02,2,AISNE,ST QUENTIN,03 23 06 73 99,directiongenerale@ch-stquentin.fr,Centre Hospitalier de St Quentin,http://www.ch-stquentin.fr
195,USLD Éclaircie du Centre hospitalier de Soissons,0,Public,,26 F rue d'Oulchy-le-Château,02200,02,2,AISNE,BELLEU,03 23 75 74 51,secretariat.eclaircie@ch-soissons.fr,Centre Hospitalier de Soissons,http://www.ch-soissons.fr
315,Centre hospitalier de Montluçon - Maison de retraite de Cour,0,Public,,Rue des Droits-de-l'Homme BP 1148,03100,03,3,ALLIER,MONTLUCON,04 70 02 36 57,sec.diropale@ch-montlucon.fr ,Centre Hospitalier de Montlucon,http://www.ch-montlucon.fr
283,Centre hospitalier spécialisé Ainay Le Château,0,Public,,6 bis rue du Pavé,03360,03,3,ALLIER,AINAY LE CHATEAU,04 70 02 26 26,direction@chsi-ainay.fr,Centre Hospitalier Specialise,
336,EHPAD Centre hospitalier Coeur du Bourbonnais,248,Public,1758.3,Rue des Fossés,03500,03,3,ALLIER,ST POURCAIN SUR SIOULE,04 70 47 60 60,direction@hopcobour.net,CH Dpt Coeur du Bourbonnais,
340,EHPAD Centre hospitalier Neris les Bains,84,Public,1590.9,20 rue Jean-Jacques-Rousseau,03310,03,3,ALLIER,NERIS LES BAINS,04 70 03 10 12,hopital@ch-neris.fr,CH de Neris les Bains,
298,EHPAD Chantelle,113,Public,1632.9,18 place de la Chaume,03140,03,3,ALLIER,CHANTELLE,04 70 90 63 20,accueil@ehpad-chantelle.fr,EHPAD Public de Chantelle,http://www.ehpad-chantelle.fr
289,EHPAD Courtais ,203,Public,1565.1000000000001,95 Rue des Droits de l''Homme,03100,03,3,ALLIER,MONTLUCON,04 70 02 36 57,sec.diropale@ch-montlucon.fr,Centre Hospitalier de Montlucon,http://www.ch-montlucon.fr/
295,EHPAD Francois Mitterrand,235,Public,1730.4,1 avenue de la République,03800,03,3,ALLIER,GANNAT,04 70 90 62 00,mr.gannat@wanadoo.fr,EHPAD  F. Mitterrand  Gannat,http://www.ehpad-gannat.fr/
302,EHPAD François Grèze - Lapalisse,238,Public,1688.4,Avenue du 8 mai,03120,03,3,ALLIER,LAPALISSE,04 70 99 70 00,accueil@ehpad-lapalisse.fr,EHPAD de Lapalisse,https://www.ehpad-lapalisse.com
320,EHPAD Jeanne Coulon,96,Privé non lucratif,1722.9,12 rue neuve,03200,03,3,ALLIER,VICHY,04 70 98 54 88,ehpad.jeannecoulon@orange.fr,AGEPAPH,
348,EHPAD L'Hermitage,75,Privé commercial,2263.5,4 chemin des Chabannes-basses,03700,03,3,ALLIER,BELLERIVE SUR ALLIER,04 70 32 09 22,residence@ehpadlhermitage.fr,SARL L'Hermitage,
342,EHPAD La Chesnaye,60,Privé non lucratif,1647,1 rue de l'Etang,03360,03,3,ALLIER,ST BONNET TRONCAIS,04 70 06 14 06,lachesnaye@wanadoo.fr,Association Gest. Hebergement La Chesnaye,
344,EHPAD La Gloriette,70,Public,1811.1000000000001,8 rue de Bellecroix BP 100,03400,03,3,ALLIER,YZEURE,04 70 20 80 87,directeur@ehpad-gloriette.fr,CCAS d'Yzeure,
327,EHPAD La Maison des Aures,77,Privé non lucratif,1488,2 rue des Ecoles,03260,03,3,ALLIER,ST GERMAIN DES FOSSES,04 70 58 06 19,aures.eac@wanadoo.fr,Association La Maison des Aures,
331,EHPAD La Source,85,Privé commercial,2149.7999999999997,21 route de Moulins,03210,03,3,ALLIER,SOUVIGNY,04 70 43 64 55,source@afprovince.com,Développement des Foyers de Province,
